genome_name,name,Lineage,Phyla,Group,strain,biosample,bioproject,study,reference,code,accession,assemly_status,size,gc,replicons,wgs,scaffolds,cds,release_date,genbank_ftp,refseq_ftp
GCA_003166505.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,bog_1093,SAMN08178978,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003166505.1,Scaffold,3.13135,43.7,,PMVS01,163,0,2018-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/166/505/GCA_003166505.1_20110700_S2D,
GCA_002306975.1,Ruminococcaceae bacterium UBA1320,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA1320,SAMN06453714,PRJNA348753,Parks 2017 UBA reassembly,Wetlands Surface Sediment Feb2011 Site L1 Cattail Project,Wetlands,GCA_002306975.1,Scaffold,3.37025,43.7,,DBTI01,311,0,2017-09-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/306/975/GCA_002306975.1_ASM230697v1,
GCA_002782185.1,Nitrospirae bacterium CG_4_8_14_3_um_filter_44_28,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG_4_8_14_3_um_filter_44_28,SAMN06659943,PRJNA362739,aquifer metagenome,Probst et al. 2023,Subsurface,GCA_002782185.1,Scaffold,1.89707,43.8,,PFHG01,201,2007,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/782/185/GCA_002782185.1_ASM278218v1,
GCA_002771505.1,Nitrospirae bacterium CG22_combo_CG10-13_8_21_14_all_44_11,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG22_combo_CG10-13_8_21_14_all_44_11,SAMN06659640,PRJNA362739,aquifer metagenome,Probst et al. 2044,Subsurface,GCA_002771505.1,Scaffold,2.01515,43.8,,PCTJ01,262,2131,2017-11-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/771/505/GCA_002771505.1_ASM277150v1,
GCA_002781345.1,Nitrospirae bacterium CG01_land_8_20_14_3_00_44_22,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG01_land_8_20_14_3_00_44_22,SAMN06659159,PRJNA362739,aquifer metagenome,Probst et al. 2032,Subsurface,GCA_002781345.1,Scaffold,2.10853,43.8,,PETK01,261,2295,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/781/345/GCA_002781345.1_ASM278134v1,
GCA_002783085.1,Nitrospirae bacterium CG_4_10_14_3_um_filter_44_29,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG_4_10_14_3_um_filter_44_29,SAMN06659881,PRJNA362739,aquifer metagenome,Probst et al. 2020,Subsurface,GCA_002783085.1,Scaffold,2.14401,43.8,,PFJQ01,347,2364,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/085/GCA_002783085.1_ASM278308v1,
GCA_000309295.1,Dehalobacter sp. E1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,E1,SAMEA2272490,PRJEB386,Isolate sequencing,NA,Isolate,GCA_000309295.1,Contig,2.95026,43.8,,CANE01,102,2719,2012-09-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/295/GCA_000309295.1_ASM30929v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/309/295/GCF_000309295.1_ASM30929v1
GCA_002067585.1,Syntrophorhabdus sp. PtaB.Bin027,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PtaB.Bin027,SAMN04534963,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067585.1,Contig,3.07402,43.8,,MVQO01,237,2970,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/585/GCA_002067585.1_ASM206758v1,
GCA_001871685.1,Nitrospirae bacterium CG1_02_44_142,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG1_02_44_142,SAMN04328216,PRJNA297582,groundwater metagenome/Subsurface,Probst et al. 2017,Subsurface,GCA_001871685.1,Scaffold,1.79352,43.9,,MNVK01,138,1839,2016-11-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/871/685/GCA_001871685.1_ASM187168v1,
GCA_002780905.1,Nitrospirae bacterium CG02_land_8_20_14_3_00_44_33,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG02_land_8_20_14_3_00_44_33,SAMN06659177,PRJNA362739,aquifer metagenome,Probst et al. 2034,Subsurface,GCA_002780905.1,Scaffold,2.04714,43.9,,PEUC01,235,2219,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/780/905/GCA_002780905.1_ASM278090v1,
GCA_003838125.1,Desulfonatronovibrio sp. MSAO_Bac4,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,MSAO_Bac4,SAMN09770008,PRJNA484800,soda lake metagenome,NA,Freshwater,GCA_003838125.1,Contig,2.27821,43.9,,QYZX01,133,2074,2018-11-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/838/125/GCA_003838125.1_ASM383812v1,
GCA_002398325.1,Syntrophomonas sp. UBA4894,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA4894,SAMN06455968,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002398325.1,Scaffold,3.38373,43.9,,DHCU01,207,0,2017-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/398/325/GCA_002398325.1_ASM239832v1,
GCA_002382785.1,Desulfosporosinus sp. UBA4048,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA4048,SAMN06457345,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002382785.1,Scaffold,2.48628,44,,DFZU01,56,0,2017-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/382/785/GCA_002382785.1_ASM238278v1,
GCA_004343635.1,Dehalobacter sp. 14DCB1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,14DCB1,SAMN08326677,PRJNA428985,Isolate sequencing,NA,Isolate,GCA_004343635.1,Contig,3.03561,44,,PNXX01,19,2840,2019-03-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/343/635/GCA_004343635.1_ASM434363v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/343/635/GCF_004343635.1_ASM434363v1
GCA_001707455.1,Dehalobacter sp. TeCB1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,TeCB1,SAMN04932652,PRJNA320344,Isolate sequencing,NA,Isolate,GCA_001707455.1,Scaffold,3.13322,44,,MCHF01,67,2935,2016-08-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/455/GCA_001707455.1_ASM170745v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/707/455/GCF_001707455.1_ASM170745v1
GCA_002790755.1,Nitrospirae bacterium CG_4_9_14_3_um_filter_44_28,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,CG_4_9_14_3_um_filter_44_28,SAMN06660096,PRJNA362739,aquifer metagenome,Probst et al. 2028,Subsurface,GCA_002790755.1,Scaffold,1.93869,44.1,,PFVT01,225,2107,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/790/755/GCA_002790755.1_ASM279075v1,
GCA_002399315.1,Syntrophomonas sp. UBA4878,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA4878,SAMN06456583,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002399315.1,Scaffold,2.87956,44.1,,DHDK01,153,0,2017-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/399/315/GCA_002399315.1_ASM239931v1,
GCA_002418585.1,Desulfosporosinus sp. UBA5775,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA5775,SAMN06455691,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002418585.1,Scaffold,2.5464,44.2,,DIEL01,234,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/418/585/GCA_002418585.1_ASM241858v1,
GCA_003590275.1,Dehalobacter sp. MCB1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,MCB1,SAMN04943270,PRJNA320630,Isolate sequencing,NA,Isolate,GCA_003590275.1,Contig,2.8542,44.2,,LXPC01,19,2678,2018-09-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/590/275/GCA_003590275.1_ASM359027v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/590/275/GCF_003590275.1_ASM359027v1
GCA_002408445.1,Syntrophomonas sp. UBA5288,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA5288,SAMN06451252,PRJNA348753,Parks 2017 UBA reassembly,Pit mud of Chinese liqour fermentation reactorMetagenome,Sediment,GCA_002408445.1,Scaffold,2.92053,44.2,,DHSK01,199,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/408/445/GCA_002408445.1_ASM240844v1,
GCA_003152715.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1146,SAMN08179808,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003152715.1,Scaffold,3.20425,44.2,,PMAX01,178,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/152/715/GCA_003152715.1_20120700_E3X,
GCA_000243135.3,Desulfitobacterium dichloroeliminans LMG P-21439,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,LMG P-21439,SAMN02232012,PRJNA61519,JGI Isolate sequencing,NA,Isolate,GCA_000243135.3,Complete,3.62445,44.2,chromosome:NC_019903.1/CP003344.1,,1,3300,2012-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/135/GCA_000243135.3_ASM24313v3,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/135/GCF_000243135.2_ASM24313v3
GCA_000244895.1,Desulfosporosinus youngiae DSM 17734,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,DSM 17734,SAMN02261386,PRJNA60451,JGI Isolate sequencing,NA,Isolate,GCA_000244895.1, Chromosome,5.66098,44.2,chromosome:NZ_CM001441.1/CM001441.1,AHLV01,1,5114,2012-01-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/244/895/GCA_000244895.1_ASM24489v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/244/895/GCF_000244895.1_ASM24489v1
GCA_002067275.1,Methanomethylovorans sp. PtaU1.Bin093,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,PtaU1.Bin093,SAMN04534928,PRJNA310790,sludge wastewater metagenome,Nobu et al. 2017,Engineered,GCA_002067275.1,Contig,2.09824,44.3,,MVQX01,100,2042,2017-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/275/GCA_002067275.1_ASM206727v1,
GCA_003142835.1,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1160,SAMN08180095,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003142835.1,Scaffold,2.49426,44.3,,PLNU01,188,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/142/835/GCA_003142835.1_20120800_E1X,
GCA_000305815.1,Dehalobacter sp. CF,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,CF,SAMN01141377,PRJNA80805,Isolate sequencing,Tang et al. 2012,Isolate,GCA_000305815.1,Complete,3.09205,44.3,chromosome:NC_018867.1/CP003870.1,,1,2882,2012-10-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/815/GCA_000305815.1_ASM30581v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/815/GCF_000305815.1_ASM30581v1
GCA_005116655.1,Desulfopila sp. IMCC35005,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,IMCC35005,SAMN11402289,PRJNA532519,Isolate sequencing,NA,Isolate,GCA_005116655.1,Contig,6.70251,44.3,,SWCL01,63,5355,2019-05-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/116/655/GCA_005116655.1_ASM511665v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/116/655/GCF_005116655.1_ASM511665v1
GCA_002897815.1,bacterium BMS3Abin07,Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous),unclassified,Unclassified,BMS3Abin07,SAMD00081367,PRJDB5792,Marine metagenome,Kato et al. 2020,Marine,GCA_002897815.1,Contig,2.68993,44.4,,BDSZ01,80,2590,2017-12-14T21:21:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/897/815/GCA_002897815.1_ASM289781v1,
GCA_004343605.1,Dehalobacter sp. 12DCB1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,12DCB1,SAMN08326678,PRJNA428986,Isolate sequencing,NA,Isolate,GCA_004343605.1,Contig,2.85091,44.4,,POSF01,22,2664,2019-03-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/343/605/GCA_004343605.1_ASM434360v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/343/605/GCF_004343605.1_ASM434360v1
GCA_002753335.1,Nitrospirae bacterium MYbin3,Bacteria;Nitrospirae;unclassified Nitrospirae,Nitrospirae,Nitrospirae,MYbin3,SAMN07572854,PRJNA400260,Sediment metagenome,NA,Sediment,GCA_002753335.1,Scaffold,2.92937,44.4,,PEAD01,66,0,2017-11-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/335/GCA_002753335.1_ASM275333v1,
GCA_000770645.1,Desulfosporosinus sp. Tol-M,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,,SAMN02991555,PRJNA258301,Isolate sequencing,Abu Laban et al. 2015,Isolate,GCA_000770645.1,Scaffold,3.0359,44.4,,JQID01,206,2561,2014-11-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/645/GCA_000770645.1_ASM77064v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/645/GCF_000770645.1_ASM77064v1
GCA_002733995.1,Desulfotalea sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,NORP6,SAMN07568820,PRJNA391950,Subsurface metagenome,Tully et al. ISME 2018,Subsurface,GCA_002733995.1,Contig,4.12369,44.4,,NVXR01,52,3474,2017-10-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/733/995/GCA_002733995.1_ASM273399v1,
GCA_003353855.1,Desulfobacteraceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,Glo_11,SAMN08108702,PRJNA415343,globobulimina sequencing,NA,Endosymbiont,GCA_003353855.1,Contig,5.94365,44.4,,PIVS01,1269,0,2018-08-02T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/353/855/GCA_003353855.1_ASM335385v1,
GCA_001798755.1,Deltaproteobacteria bacterium RBG_13_47_9,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN04314290,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001798755.1,Scaffold,3.1864,44.5,,MGQC01,352,1866,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/798/755/GCA_001798755.1_ASM179875v1,
GCA_002428765.1,Desulfosporosinus sp. UBA6075,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA6075,SAMN06455615,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002428765.1,Scaffold,2.29698,44.6,,DIXR01,62,0,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/428/765/GCA_002428765.1_ASM242876v1,
GCA_002402545.1,Syntrophaceae bacterium UBA4810,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA4810,SAMN06454093,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002402545.1,Scaffold,2.31165,44.6,,DHGA01,109,0,2017-09-28T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/402/545/GCA_002402545.1_ASM240254v1,
GCA_000512895.1,Dehalobacter restrictus DSM 9455,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,PER-K23; DSM 9455,SAMN02769648,PRJNA66209,JGI Isolate sequencing,Kruse et al. 2013,Isolate,GCA_000512895.1,Complete,2.94334,44.6,chromosome:NZ_CP007033.1/CP007033.1,,1,2647,2014-01-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/895/GCA_000512895.1_ASM51289v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/512/895/GCF_000512895.1_ASM51289v1
GCA_000305775.1,Dehalobacter sp. DCA,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,DCA,SAMN02604247,PRJNA83115,Isolate sequencing,Tang et al. 2012,Isolate,GCA_000305775.1,Complete,3.06995,44.6,chromosome:NC_018866.1/CP003869.1,,1,2848,2012-10-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/775/GCA_000305775.1_ASM30577v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/305/775/GCF_000305775.1_ASM30577v1
GCA_000306725.1,Methanolobus psychrophilus R15,Archaea;Euryarchaeota;Stenosarchaea group,Euryarchaeota,Euryarchaeota,R15,SAMN00739943,PRJNA74005,Isolate sequencing,Chen et al. 2011,Isolate,GCA_000306725.1,Complete,3.07277,44.6,chromosome:NC_018876.1/CP003083.1,,1,2841,2012-10-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/725/GCA_000306725.1_ASM30672v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/725/GCF_000306725.1_ASM30672v1
GCA_002774365.1,Candidatus Saganbacteria bacterium CG08_land_8_20_14_0_20_45_16,Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group,Candidatus Saganbacteria,Candidate Phyla,CG08_land_8_20_14_0_20_45_16,SAMN06659291,PRJNA362739,aquifer metagenome,Probst et al. 2039,Subsurface,GCA_002774365.1,Scaffold,1.77972,44.7,,PEYM01,148,1751,2017-11-14T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/774/365/GCA_002774365.1_ASM277436v1,
GCA_002897855.1,bacterium BMS3Bbin05,Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous),unclassified,Unclassified,BMS3Bbin05,SAMD00081382,PRJDB5792,Marine metagenome,Kato et al. 2021,Marine,GCA_002897855.1,Contig,2.46156,44.7,,BDTO01,89,2389,2017-12-14T21:13:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/897/855/GCA_002897855.1_ASM289785v1,
GCA_002840605.1,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-10,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,HGW-Deltaproteobacteria-10,SAMN06767638,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002840605.1,Scaffold,2.38217,44.8,,PHBM01,267,2352,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/605/GCA_002840605.1_ASM284060v1,
GCA_002352445.1,Desulfobulbaceae bacterium UBA2775,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA2775,SAMN06451505,PRJNA348753,Parks 2017 UBA reassembly,"Oil polluted marine microbial communities from Coal Oil Point, Santa Barbara, California, USA - Sample 1 Metagenome",Hydrocarbon_Contaminated_Site,GCA_002352445.1,Scaffold,4.21454,44.8,,DEIL01,331,0,2017-09-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/352/445/GCA_002352445.1_ASM235244v1,
GCA_003818505.1,Desulfobacteraceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,metabat2.783,SAMN10417403,PRJNA330672,Sediment metagenome/Wetlands Sediment,Dalcin Martins et al. 2018,Sediment,GCA_003818505.1,Contig,4.43102,44.8,,RPRI01,352,3967,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/818/505/GCA_003818505.1_ASM381850v1,
GCA_002415855.1,Bacteroidales bacterium UBA5072,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,UBA5072,SAMN06454972,PRJNA348753,Parks 2017 UBA reassembly,Wetlands Surface Sediment Feb2011 Site A1 Bulk Project,Wetlands,GCA_002415855.1,Scaffold,4.5087,44.8,,DIAS01,195,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/415/855/GCA_002415855.1_ASM241585v1,
GCA_003550525.1,Syntrophomonadaceae bacterium,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,B1Sed10_8,SAMN08575293,PRJNA434545,soda lake metagenome,NA,Freshwater,GCA_003550525.1,Contig,1.99115,44.9,,PUKN01,335,0,2018-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/550/525/GCA_003550525.1_ASM355052v1,
GCA_007279735.1,Bacteroidetes bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,PowLak16_MAG39,SAMN09989716,PRJNA489439,lake metagenome,NA,Freshwater,GCA_007279735.1,Contig,2.21785,44.9,,QYPB01,260,1915,2019-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/279/735/GCA_007279735.1_ASM727973v1,
GCA_001750995.1,Desulfobulbaceae bacterium S5133MH15,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,S5133MH15,SAMN05301623,PRJNA290197,Marine Sediment metagenome,Kauffman et al. 2018,Marine,GCA_001750995.1,Contig,2.9498,44.9,,MAXK01,391,2503,2016-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/995/GCA_001750995.1_ASM175099v1,
GCA_001750925.1,Desulfobulbaceae bacterium S3730MH12,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,S3730MH12,SAMN05301619,PRJNA290197,Marine Sediment metagenome,Kauffman et al. 2018,Marine,GCA_001750925.1,Contig,3.1285,44.9,,MAXH01,319,2707,2016-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/925/GCA_001750925.1_ASM175092v1,
GCA_000445165.1,Dehalobacter sp. UNSWDHB,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UNSWDHB,SAMN02471907,PRJNA205884,Isolate sequencing,Deshpande et al. 2013,Isolate,GCA_000445165.1,Scaffold,3.20156,44.9,,AUUR01,185,2944,2013-08-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/445/165/GCA_000445165.1_UNSWDHB,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/445/165/GCF_000445165.1_UNSWDHB
GCA_003648415.1,Bacteroidetes bacterium,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,B42_G2,SAMN09215033,PRJNA362212,Marine Sediment metagenome Guayamas basin,Seitz et al. 2019,Marine,GCA_003648415.1,Contig,3.91123,44.9,,QMPE01,887,3814,2018-10-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/648/415/GCA_003648415.1_ASM364841v1,
GCA_002422465.1,Peptococcaceae bacterium UBA6129,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,UBA6129,SAMN06453258,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002422465.1,Scaffold,2.79689,45,,DIVP01,154,0,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/422/465/GCA_002422465.1_ASM242246v1,
GCA_002783725.1,Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_45_9,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CG_4_8_14_3_um_filter_45_9,SAMN06659919,PRJNA362739,aquifer metagenome,Probst et al. 2024,Subsurface,GCA_002783725.1,Scaffold,3.01386,45,,PFIE01,417,3088,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/783/725/GCA_002783725.1_ASM278372v1,
GCA_001897035.1,Bacteroidales bacterium 45-6,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,45-6,SAMN05660509,PRJNA279279,bioreactor metagenome,Kantor et al. 2015,Engineered,GCA_001897035.1,Scaffold,3.81815,45,,MKRS01,899,2663,2016-12-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/897/035/GCA_001897035.1_ASM189703v1,
GCA_000384015.1,Desulfitobacterium sp. PCE1,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,PCE1,SAMN02261278,PRJNA74961,JGI Isolate sequencing,NA,Isolate,GCA_000384015.1,Scaffold,4.22058,45,,AQZF01,1,3873,2013-04-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/384/015/GCA_000384015.1_ASM38401v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/384/015/GCF_000384015.1_ASM38401v1
