user_genome	classification	fastani_reference	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	classification_method	note	other_related_references(genome_id,species_name,ANI,AF)
bacteria12907	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA2232;s__GCA_002348045.1	GCA_002348045.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA2232;s__	100.0	0.99	GCA_002348045.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__UBA2232;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15247	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__UBA4789;s__GCA_002402945.1	GCA_002402945.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__UBA4789;s__	100.0	0.99	GCA_002402945.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__UBA4789;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07804	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	GCA_001798165.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	99.92	0.87	GCA_001798165.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA10170;s__UBA10170 sp1	99.92	0.87	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria14256	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA5072;g__UBA5072;s__GCA_002415855.1	GCA_002415855.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA5072;g__UBA5072;s__	99.84	0.93	GCA_002415855.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA5072;g__UBA5072;s__	99.84	0.93	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08688	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__RBG-16-67-19;s__GCA_001829505.1	GCA_001829505.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__RBG-16-67-19;s__	100.0	0.98	GCA_001829505.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__RBG-16-67-19;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06780	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__GCA_001778355.1	GCA_001778355.1	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__	100.0	0.98	GCA_001778355.1	d__Bacteria;p__Firestonebacteria;c__D2-FULL-39-29;o__D2-FULL-39-29;f__D2-FULL-39-29;g__D2-FULL-39-29;s__	100.0	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria06331	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWA2-32-17;g__GWA2-32-17;s__GCA_001769035.1	GCA_001769035.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWA2-32-17;g__GWA2-32-17;s__	100.0	0.99	GCA_001769035.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GWA2-32-17;g__GWA2-32-17;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria01900	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_G;s__Desulfovibrio_G africanus	GCF_000212675.2	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_G;s__Desulfovibrio_G africanus	100.0	1.0	GCF_000212675.2	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio_G;s__Desulfovibrio_G africanus	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08683	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__GWF1-51-8;g__GWF1-51-8;s__GCA_001829415.1	GCA_001829415.1	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__GWF1-51-8;g__GWF1-51-8;s__	100.0	1.0	GCA_001829415.1	d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__GWF1-51-8;g__GWF1-51-8;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07782	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__UBA2262 sp1	UBA11700	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__UBA2262 sp1	99.43	0.87	UBA11700	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__UBA2262 sp1	99.43	0.87	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15885	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__GCA_002418825.1	GCA_002418825.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	100.0	0.99	GCA_002418825.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07984	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__XYC2-FULL-35-21;g__XYC2-FULL-35-21;s__GCA_001804705.1	GCA_001804705.1	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__XYC2-FULL-35-21;g__XYC2-FULL-35-21;s__	99.95	0.98	GCA_001804705.1	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__XYC2-FULL-35-21;g__XYC2-FULL-35-21;s__	99.95	0.98	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11097	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__GCA_002298165.1	GCA_002298165.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__	100.0	0.99	GCA_002298165.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15189	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__GCA_002398105.1	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.6	0.87	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.6	0.87	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07840	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__UBA9959 sp2	GCA_001799895.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__UBA9959 sp2	100.0	1.0	GCA_001799895.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__UBA9959;g__UBA9959;s__UBA9959 sp2	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria14303	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__UBA4078;s__GCA_002381895.1	GCA_002381895.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__UBA4078;s__	100.0	1.0	GCA_002381895.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__UBA4078;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11782	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__GCA_002319915.1	GCA_002319915.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	100.0	0.99	GCA_002319915.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11332	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Sporobacter;s__GCA_002307055.1	GCA_002307055.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Sporobacter;s__	100.0	0.99	GCA_002307055.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Sporobacter;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria01866	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	GCF_000007985.2	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	99.24	0.97	GCF_000007985.2	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sulfurreducens	99.24	0.97	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002482655.1, s__, 95.67, 0.7
bacteria07723	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__GCA_001797525.1	GCA_001797525.1	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__	100.0	0.99	GCA_001797525.1	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__XYB2-FULL-49-35;g__XYB2-FULL-49-35;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15924	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__GCA_002382135.1	GCA_002382135.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	99.68	0.91	GCA_002382135.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	99.68	0.91	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria16256	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__GCA_002398105.1	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.71	0.9	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	99.71	0.9	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07997	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp1	GCA_001803235.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp1	100.0	0.99	GCA_001803235.1	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__YB12-FULL-65-16;g__YB12-FULL-65-16;s__YB12-FULL-65-16 sp1	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria12864	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__GCA_002347185.1	GCA_002347185.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__	100.0	0.99	GCA_002347185.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria00897	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_B;s__Geobacter_B uraniireducens	GCF_000016745.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_B;s__Geobacter_B uraniireducens	100.0	1.0	GCF_000016745.1	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_B;s__Geobacter_B uraniireducens	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11313	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	GCF_900217235.1	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	98.03	0.91	GCF_900217235.1	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	98.03	0.91	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria00749	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus aciditrophicus	GCF_000013405.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus aciditrophicus	100.0	1.0	GCF_000013405.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Syntrophaceae;g__Syntrophus;s__Syntrophus aciditrophicus	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07594	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp1	GCA_001796335.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp1	100.0	0.99	GCA_001796335.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12087;s__UBA12087 sp1	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria16176	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__GCA_002424635.1	GCA_002424635.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	100.0	0.99	GCA_002424635.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__	100.0	0.99	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08078	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__GWF2-57-35;g__GWF2-57-35;s__GCA_001804865.1	GCA_001804865.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__GWF2-57-35;g__GWF2-57-35;s__	100.0	1.0	GCA_001804865.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__GWF2-57-35;g__GWF2-57-35;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria07743	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp1	GCA_001830835.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp1	99.34	0.84	GCA_001830835.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp1	99.34	0.84	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08673	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__RBG-16-67-19;s__GCA_001829505.1	GCA_001829505.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__RBG-16-67-19;s__	97.96	0.8	GCA_001829505.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__RBG-16-67-19;s__	97.96	0.8	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria08141	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	GCA_001797585.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	99.71	0.88	GCA_001797585.1	d__Bacteria;p__GWC2-55-46;c__GWC2-55-46;o__GWC2-55-46;f__UBA9637;g__UBA9637;s__UBA9637 sp1	99.71	0.88	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria15886	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__GCA_002418835.1	GCA_002418835.1	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__	100.0	1.0	GCA_002418835.1	d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__UBA5550;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria11269	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__GCA_002305765.1	GCA_002305765.1	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__	100.0	1.0	GCA_002305765.1	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__	100.0	1.0	ANI/Placement	topological placement and ANI have congruent species assignments	
bacteria20631	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21051	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20742	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20672	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21037	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20889	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20706	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20871	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20699	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20692	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA3254;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07666	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria10932	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07704	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA7227;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23259	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20867	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA8906;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria07681	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23295	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Taylorbacteraceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20824	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__ctinobacteria-3;f__ctinobacteria-3;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20701	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__ctinobacteria-3;f__ctinobacteria-3;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23271	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__ctinobacteria-3;f__ctinobacteria-3;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20100	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20819	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__RBG-16-64-13;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria00190	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA2241;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20068	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20693	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23279	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20733	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23266	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__UBA993;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23291	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23288	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23289	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23280	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria02472	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria02474	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06500	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06463	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06457	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__XYD2-FULL-41-8;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06501	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__XYC2-FULL-46-14;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria06459	d__Bacteria;p__Margulisbacteria;c__WOR-1;o__XYC2-FULL-46-14;f__XYC2-FULL-46-14;g__XYC2-FULL-46-14;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23278	d__Bacteria;p__Margulisbacteria;c__GWF2-35-9;o__GWF2-35-9;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23298	d__Bacteria;p__Margulisbacteria;c__GWF2-35-9;o__GWF2-35-9;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
