GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_001804105.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_49_9
GCA_001804125.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_51_18
GCA_001804145.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_63_14
GCA_001804155.1	Omnitrophica bacterium RIFCSPHIGHO2_12_FULL_44_12
GCA_001804165.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10
GCA_001804205.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10b
GCA_001805365.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_24
GCA_001804225.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_50_24
GCA_001804245.1	Omnitrophica bacterium RIFCSPLOWO2_02_FULL_44_11
GCA_001804255.1	Omnitrophica bacterium RIFCSPLOWO2_02_FULL_45_16
GCA_001804285.1	Omnitrophica bacterium RIFCSPLOWO2_12_FULL_44_17
GCA_001804305.1	Omnitrophica bacterium RIFCSPLOWO2_12_FULL_45_13
GCA_001804315.1	Omnitrophica bacterium RIFCSPLOWO2_12_FULL_50_11
GCA_001804345.1	Omnitrophica bacterium RIFOXYB12_FULL_50_7
GCA_001806105.1	Paenibacillus sp. RIFOXYA1_FULL_44_5
GCA_001824315.1	Parcubacteria group bacterium
GCA_001825485.1	Parcubacteria group bacterium
GCA_001824325.1	Parcubacteria group bacterium
GCA_001824355.1	Parcubacteria group bacterium
GCA_001824375.1	Parcubacteria group bacterium
GCA_001824395.1	Parcubacteria group bacterium
GCA_001824405.1	Parcubacteria group bacterium
GCA_001824435.1	Parcubacteria group bacterium
GCA_001825495.1	Parcubacteria group bacterium
GCA_001825525.1	Parcubacteria group bacterium
GCA_001825555.1	Parcubacteria group bacterium
GCA_001824475.1	Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31
GCA_001825585.1	Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_70_10
GCA_001824485.1	Planctomycetes bacterium GWA2_39_15
GCA_001824505.1	Planctomycetes bacterium GWA2_40_7
GCA_001824525.1	Planctomycetes bacterium GWA2_50_13
GCA_001825595.1	Planctomycetes bacterium GWB2_41_19
GCA_001825635.1	Planctomycetes bacterium GWC2_39_26
GCA_001824555.1	Planctomycetes bacterium GWC2_45_44
GCA_001824565.1	Planctomycetes bacterium GWC2_49_10
GCA_001824595.1	Planctomycetes bacterium GWE2_41_14
GCA_001825655.1	Planctomycetes bacterium GWF2_39_10
GCA_001824605.1	Planctomycetes bacterium GWF2_40_8
GCA_001825665.1	Planctomycetes bacterium GWF2_41_51
GCA_001825675.1	Planctomycetes bacterium GWF2_42_9
GCA_001824635.1	Planctomycetes bacterium GWF2_50_10
GCA_001825715.1	Planctomycetes bacterium RBG_13_44_8b
GCA_001824645.1	Planctomycetes bacterium RBG_13_46_10
GCA_001824675.1	Planctomycetes bacterium RBG_13_50_24
GCA_001824685.1	Planctomycetes bacterium RBG_13_60_9
GCA_001828245.1	Planctomycetes bacterium RBG_13_62_9
GCA_001828265.1	Planctomycetes bacterium RBG_13_63_9
GCA_001828295.1	Planctomycetes bacterium RBG_16_41_13
GCA_001828445.1	Planctomycetes bacterium RBG_16_43_13
GCA_001828465.1	Planctomycetes bacterium RBG_16_55_9
GCA_001828495.1	Planctomycetes bacterium RBG_16_59_8
GCA_001828305.1	Planctomycetes bacterium RBG_16_64_10
GCA_001828335.1	Planctomycetes bacterium RBG_16_64_12
GCA_001828345.1	Planctomycetes bacterium RBG_19FT_COMBO_48_8
GCA_001828365.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_38_41
GCA_001828515.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_40_12
GCA_001828385.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_50_42
GCA_001828415.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_52_58
GCA_001828435.1	Planctomycetes bacterium RIFCSPHIGHO2_12_39_6
GCA_001828535.1	Planctomycetes bacterium RIFCSPHIGHO2_12_42_15
GCA_001830275.1	Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_51_37
GCA_001828545.1	Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_52_36
GCA_001828565.1	Planctomycetes bacterium RIFCSPLOWO2_02_FULL_50_16
GCA_001830285.1	Planctomycetes bacterium RIFCSPLOWO2_12_38_17
GCA_001830315.1	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_39_13
GCA_001828595.1	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_40_19
GCA_001828605.1	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_50_35
GCA_001828635.1	Planctomycetes bacterium RIFOXYB12_FULL_42_10
GCA_001828645.1	Planctomycetes bacterium RIFOXYC2_FULL_41_27
GCA_001828665.1	Planctomycetes bacterium RIFOXYD12_FULL_42_12
GCA_001828685.1	Planctomycetes bacterium RIFOXYD2_FULL_41_16
GCA_001830325.1	Polynucleobacter sp. GWA2_45_21
GCA_001828715.1	Pseudomonadales bacterium GWC1_66_9
GCA_001830355.1	Pseudomonadales bacterium GWC2_63_15
GCA_001774655.1	Pseudomonadales bacterium GWC2_63_15
GCA_001828735.1	Pseudomonadales bacterium RIFCSPHIGHO2_01_FULL_64_12
GCA_001828745.1	Pseudomonadales bacterium RIFCSPHIGHO2_02_FULL_60_43
GCA_001828765.1	Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16
GCA_001830365.1	Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210
GCA_001830395.1	Pseudomonadales bacterium RIFCSPLOWO2_12_59_9
GCA_001828795.1	Pseudomonadales bacterium RIFCSPLOWO2_12_60_38
GCA_001828815.1	Pseudomonadales bacterium RIFCSPLOWO2_12_FULL_59_450
GCA_001830405.1	Rhodanobacter sp. RIFOXYA1_FULL_67_6
GCA_001828835.1	Rhodobacteraceae bacterium GWE1_64_9
GCA_001828845.1	Rhodobacteraceae bacterium GWF1_65_7
GCA_001828855.1	Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130
GCA_001828895.1	Rhodobacterales bacterium RIFCSPHIGHO2_12_FULL_62_75
GCA_001828915.1	Rhodocyclales bacterium GWA2_65_19
GCA_001828925.1	Rhodocyclales bacterium GWA2_65_20
GCA_001828935.1	Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24
GCA_001828975.1	Rhodoferax sp. RIFCSPLOWO2_12_FULL_60_11
GCA_001828995.1	Rhodospirillales bacterium RIFCSPLOWO2_01_FULL_65_14
GCA_001830425.1	Rhodospirillales bacterium RIFCSPLOWO2_02_FULL_58_16
GCA_001830455.1	Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_58_28
GCA_001830475.1	Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_67_15
GCA_001830485.1	Sideroxydans sp. GWF2_59_14
GCA_001830495.1	Sideroxydans sp. RIFOXYB12_FULL_59_6
GCA_001830535.1	Sideroxydans sp. RIFOXYD2_FULL_59_7
GCA_001829005.1	Sphingobacteriia bacterium RIFOXYC2_FULL_35_18
GCA_001829035.1	Sphingobacteriia bacterium RIFOXYD2_FULL_35_12
GCA_001829045.1	Sphingomonadales bacterium GWF1_63_6
GCA_001829075.1	Sphingomonadales bacterium RIFCSPHIGHO2_01_FULL_65_20
GCA_001829085.1	Sphingomonadales bacterium RIFCSPLOWO2_12_FULL_63_15
GCA_001829105.1	Sphingopyxis sp. RIFCSPHIGHO2_01_FULL_65_24
GCA_001830555.1	Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19
GCA_001829125.1	Spirochaetes bacterium GWB1_27_13
GCA_001829155.1	Spirochaetes bacterium GWB1_36_13
GCA_001830565.1	Spirochaetes bacterium GWB1_48_6
GCA_001829165.1	Spirochaetes bacterium GWB1_59_5
GCA_001829185.1	Spirochaetes bacterium GWB1_60_80
GCA_001829215.1	Spirochaetes bacterium GWB1_66_5
GCA_001829235.1	Spirochaetes bacterium GWC1_27_15
GCA_001829245.1	Spirochaetes bacterium GWC1_61_12
GCA_001829255.1	Spirochaetes bacterium GWC2_52_13
GCA_001830585.1	Spirochaetes bacterium GWD1_27_9
GCA_001829295.1	Spirochaetes bacterium GWD1_61_31
GCA_001829315.1	Spirochaetes bacterium GWE1_32_154
GCA_001830615.1	Spirochaetes bacterium GWE1_60_18
GCA_001829335.1	Spirochaetes bacterium GWE2_31_10
GCA_001829345.1	Spirochaetes bacterium GWF1_31_7
GCA_001829375.1	Spirochaetes bacterium GWF1_41_5
GCA_001829395.1	Spirochaetes bacterium GWF1_49_6
GCA_001829415.1	Spirochaetes bacterium GWF1_51_8
GCA_001830635.1	Spirochaetes bacterium GWF1_60_12
GCA_001829425.1	Spirochaetes bacterium GWF2_52_7
GCA_001829455.1	Spirochaetes bacterium RBG_13_51_14
GCA_001829475.1	Spirochaetes bacterium RBG_13_68_11
GCA_001829495.1	Spirochaetes bacterium RBG_16_49_21
GCA_001829505.1	Spirochaetes bacterium RBG_16_67_19
GCA_001829535.1	Spirochaetes bacterium RIFOXYB1_FULL_32_8
GCA_001830645.1	Spirochaetes bacterium RIFOXYC1_FULL_54_7
GCA_001829555.1	Sulfuricurvum sp. GWF2_44_89
GCA_001829575.1	Sulfuricurvum sp. RIFCSPHIGHO2_02_FULL_43_9
GCA_001830665.1	Sulfuricurvum sp. RIFCSPHIGHO2_12_FULL_44_8
GCA_001829595.1	Sulfuricurvum sp. RIFCSPLOWO2_02_43_6
GCA_001830685.1	Sulfuricurvum sp. RIFCSPLOWO2_02_FULL_43_45
GCA_001830715.1	Sulfuricurvum sp. RIFCSPLOWO2_12_43_5
GCA_001829605.1	Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24
GCA_001830725.1	Sulfuricurvum sp. RIFOXYD12_FULL_44_77
GCA_001830745.1	Sulfuricurvum sp. RIFOXYD2_FULL_44_160
GCA_001829625.1	Sulfurimonas sp. GWF2_37_8
GCA_001830775.1	Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9
GCA_001829655.1	Sulfurimonas sp. RIFCSPLOWO2_02_FULL_36_28
GCA_001829675.1	Sulfurimonas sp. RIFCSPLOWO2_12_36_12
GCA_001829695.1	Sulfurimonas sp. RIFCSPLOWO2_12_FULL_34_6
GCA_001829705.1	Sulfurimonas sp. RIFCSPLOWO2_12_FULL_36_74
GCA_001829715.1	Sulfurimonas sp. RIFOXYB12_FULL_35_9
GCA_001829755.1	Sulfurimonas sp. RIFOXYB2_FULL_37_5
GCA_001829775.1	Sulfurimonas sp. RIFOXYC2_FULL_36_7
GCA_001829785.1	Sulfurimonas sp. RIFOXYD12_FULL_33_39
GCA_001830795.1	Sulfurimonas sp. RIFOXYD12_FULL_36_11
GCA_001830805.1	Sulfurimonas sp. RIFOXYD2_FULL_34_21
GCA_001829795.1	Sulfurimonas sp. RIFOXYD2_FULL_37_8
GCA_001830835.1	Syntrophobacterales bacterium GWC2_56_13
GCA_001829835.1	Syntrophobacterales bacterium GWF2_56_9
GCA_001829855.1	Syntrophobacterales bacterium RBG_19FT_COMBO_59_10
GCA_001829865.1	Syntrophobacterales bacterium RIFOXYC2_FULL_60_23
GCA_001829875.1	Syntrophus sp. GWC2_56_31
GCA_001830855.1	Syntrophus sp. RIFOXYC2_FULL_54_9
GCA_001829915.1	Tenericutes bacterium GWA2_35_7
GCA_001829935.1	Tenericutes bacterium GWA2_38_26
GCA_001830865.1	Tenericutes bacterium GWC2_34_14
GCA_001830895.1	Tenericutes bacterium GWC2_39_45
GCA_001829955.1	Tenericutes bacterium GWD2_38_27
GCA_001829965.1	Tenericutes bacterium GWE2_34_108
GCA_001829995.1	Tenericutes bacterium GWE2_38_8
GCA_001830905.1	Tenericutes bacterium GWF1_35_14
GCA_001830015.1	Tenericutes bacterium GWF2_35_184
GCA_001830035.1	Tenericutes bacterium GWF2_38_8
GCA_001830935.1	Tenericutes bacterium GWF2_57_13
GCA_001830045.1	Tenericutes bacterium RIFOXYA12_FULL_35_10
GCA_001830065.1	Tenericutes bacterium RIFOXYA2_FULL_36_32
GCA_001830945.1	Tenericutes bacterium RIFOXYB2_FULL_36_25
GCA_001830095.1	Tenericutes bacterium RIFOXYC2_FULL_35_27
GCA_001830165.1	Tenericutes bacterium RIFOXYD12_FULL_36_9
GCA_001830975.1	Tenericutes bacterium RIFOXYD2_FULL_35_11
GCA_001830115.1	Thaumarchaeota archaeon RBG_16_49_8
GCA_001830135.1	Thermodesulfovibrio sp. RBG_19FT_COMBO_41_18
GCA_001830985.1	Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12
GCA_001831015.1	Thiobacillus sp. GWE1_62_9
GCA_001830155.1	Treponema sp. GWA1_62_8
GCA_001831025.1	Treponema sp. GWB1_62_6
GCA_001831045.1	Treponema sp. GWC1_61_84
GCA_001830195.1	Treponema sp. RIFOXYC1_FULL_61_9
GCA_001831055.1	Verrucomicrobia bacterium GWC2_42_7
GCA_001831095.1	Verrucomicrobia bacterium GWF2_51_19
GCA_001831115.1	Verrucomicrobia bacterium GWF2_62_7
GCA_001830205.1	Verrucomicrobia bacterium RIFCSPHIGHO2_12_FULL_41_10
GCA_001831125.1	Verrucomicrobia bacterium RIFCSPLOWO2_12_FULL_64_8
GCA_001830235.1	Xanthomonadales bacterium GWF1_69_6
GCA_001831135.1	Xanthomonadales bacterium RIFOXYA1_FULL_68_6
GCA_001830245.1	Xanthomonadales bacterium RIFOXYA1_FULL_69_10
GCA_001831175.1	Xanthomonadales bacterium RIFOXYD1_FULL_69_11
GCA_001768965.1	archaeon RBG_16_50_20 
GCA_001771075.1	candidate division CPR2
GCA_001771115.1	candidate division CPR2
GCA_001772215.1	candidate division CPR3
GCA_001771135.1	candidate division CPR3
GCA_001771155.1	candidate division CPR3
GCA_001772225.1	candidate division CPR3
GCA_001771165.1	candidate division CPR3
GCA_001771235.1	candidate division KSB1
GCA_001772255.1	candidate division Kazan
GCA_001771185.1	candidate division Kazan
GCA_001772265.1	candidate division Kazan
GCA_001771215.1	candidate division Kazan
GCA_001771275.1	candidate division Kazan
GCA_001772295.1	candidate division NC10
GCA_001771245.1	candidate division NC10
GCA_001771285.1	candidate division NC10
GCA_001771325.1	candidate division TM6
GCA_001771315.1	candidate division TM6
GCA_001772305.1	candidate division TM6
GCA_001772335.1	candidate division WOR-1
GCA_001772355.1	candidate division WOR-1
GCA_001771345.1	candidate division WOR-1
GCA_001771365.1	candidate division WOR-1
GCA_001772375.1	candidate division WOR-1
GCA_001771395.1	candidate division WOR-1
GCA_001771415.1	candidate division WOR-1
GCA_001771425.1	candidate division WOR-1
GCA_001772385.1	candidate division WOR-1
GCA_001771455.1	candidate division WOR-1
GCA_001772415.1	candidate division WOR-1
GCA_001772435.1	candidate division WOR-1
GCA_001771465.1	candidate division WOR-1
GCA_001771495.1	candidate division WOR-1
GCA_001771505.1	candidate division WOR-1
GCA_001771535.1	candidate division WOR-1
GCA_001771545.1	candidate division WOR-1
GCA_001771575.1	candidate division WOR-1
GCA_001771585.1	candidate division WOR-1
GCA_001771615.1	candidate division WOR-1
GCA_001771625.1	candidate division WOR-1
GCA_001771655.1	candidate division WOR-1
GCA_001771665.1	candidate division WOR-1
GCA_001771695.1	candidate division WOR-1
GCA_001771705.1	candidate division WOR-1
GCA_001772455.1	candidate division WOR-1
GCA_001771735.1	candidate division WOR-3
GCA_001771745.1	candidate division WS6
GCA_001771775.1	candidate division WS6
GCA_001771785.1	candidate division WS6
GCA_001772465.1	candidate division WS6
GCA_001772485.1	candidate division WS6
GCA_001772515.1	candidate division WWE3
GCA_001772535.1	candidate division WWE3
GCA_001772545.1	candidate division WWE3
GCA_001772575.1	candidate division WWE3
GCA_001772805.1	candidate division WWE3
GCA_001772585.1	candidate division WWE3
GCA_001772815.1	candidate division WWE3
GCA_001772615.1	candidate division WWE3
GCA_001772625.1	candidate division WWE3
GCA_001772855.1	candidate division WWE3
GCA_001772655.1	candidate division WWE3
GCA_001772865.1	candidate division WWE3
GCA_001772885.1	candidate division WWE3
GCA_001772895.1	candidate division WWE3
GCA_001772935.1	candidate division WWE3
GCA_001772665.1	candidate division WWE3
GCA_001772695.1	candidate division WWE3
GCA_001772705.1	candidate division WWE3
GCA_001772715.1	candidate division WWE3
GCA_001772955.1	candidate division WWE3
GCA_001772965.1	candidate division WWE3
GCA_001772985.1	candidate division WWE3
GCA_001772775.1	candidate division WWE3
GCA_001773015.1	candidate division WWE3
GCA_001773035.1	candidate division WWE3
GCA_001772745.1	candidate division WWE3
GCA_001772795.1	candidate division WWE3
GCA_001773055.1	candidate division WWE3
GCA_001773065.1	candidate division WWE3
GCA_001773095.1	candidate division WWE3
GCA_001773115.1	candidate division WWE3
GCA_001773135.1	candidate division WWE3
GCA_001773145.1	candidate division WWE3
GCA_001773175.1	candidate division WWE3
GCA_001773195.1	candidate division WWE3
GCA_001773215.1	candidate division WWE3
GCA_001773305.1	candidate division WWE3
GCA_001773315.1	candidate division WWE3
GCA_001773225.1	candidate division WWE3
GCA_001773255.1	candidate division WWE3
GCA_001773295.1	candidate division WWE3
GCA_001773375.1	candidate division WWE3
GCA_001773275.1	candidate division WWE3
GCA_001773385.1	candidate division WWE3
GCA_001773395.1	candidate division WWE3
GCA_001773425.1	candidate division Zixibacteria
GCA_001775355.1	candidate division Zixibacteria
GCA_001775365.1	candidate division Zixibacteria
GCA_001773465.1	candidate division Zixibacteria
GCA_001775395.1	candidate division Zixibacteria
GCA_001775405.1	candidate division Zixibacteria
