genome_name,original_name,genome_size,completeness,redundancy,GC.,taxonomy,ncbi_taxonomy,Phylum,Group,gtdb_taxonomy,Strain,BioSample,BioProject,Level,Scaffolds,Release.Date,Study,Environment,Code
bacteria08682,GCA_001829395.1,2.53,65.73033708,0,48.5,Spirochaetes bacterium GWF1_49_6,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__GWF1-51-8;g__GWF1-51-8;s__,,SAMN04314135,PRJNA288027,Scaffold,199,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08683,GCA_001829415.1,3.54,93.15628192,0.187265918,50.8,Spirochaetes bacterium GWF1_51_8,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Brevinematia;o__Brevinematales;f__GWF1-51-8;g__GWF1-51-8;s__,,SAMN04313954,PRJNA288027,Scaffold,77,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08685,GCA_001829455.1,3.56,89.6533077,2.313284865,51.1,Spirochaetes bacterium RBG_13_51_14,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__RBG-16-49-21;s__,,SAMN04314297,PRJNA288027,Scaffold,84,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08687,GCA_001829495.1,3.8,96.56311963,2.247191011,50.3,Spirochaetes bacterium RBG_16_49_21,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__RBG-16-49-21;s__,,SAMN04313740,PRJNA288027,Scaffold,83,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08688,GCA_001829505.1,3.8,84.03294118,4,65.6,Spirochaetes bacterium RBG_16_67_19,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__,,SAMN04313720,PRJNA288027,Scaffold,245,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08689,GCA_001829535.1,3.89,77.54509804,4.533333333,31.3,Spirochaetes bacterium RIFOXYB1_FULL_32_8,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,,SAMN04314476,PRJNA288027,Scaffold,625,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08704,GCA_001829835.1,2.02,74.87864823,0.161290323,55.3,Syntrophobacterales bacterium GWF2_56_9,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,,SAMN04313916,PRJNA288027,Scaffold,171,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08707,GCA_001829875.1,2.06,71.93548387,0.094726062,55.7,Syntrophus sp. GWC2_56_31,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,,SAMN04313913,PRJNA288027,Scaffold,136,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08719,GCA_001830155.1,3.79,60.48553719,2.840909091,59.7,Treponema sp. GWA1_62_8,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae_B;g__;s__,,SAMN04313957,PRJNA288027,Scaffold,312,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08741,GCA_001830585.1,4.08,83.46666667,0.447058824,26.9,Spirochaetes bacterium GWD1_27_9,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__GWE2-31-10;o__GWE2-31-10;f__GWE2-31-10;g__;s__,,SAMN04314207,PRJNA288027,Scaffold,267,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08742,GCA_001830615.1,3.62,96.55172414,2.873563218,60.5,Spirochaetes bacterium GWE1_60_18,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,,SAMN04313956,PRJNA288027,Scaffold,79,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08743,GCA_001830635.1,3.59,97.70114943,1.724137931,60.5,Spirochaetes bacterium GWF1_60_12,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__;s__,,SAMN04313953,PRJNA288027,Scaffold,67,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08744,GCA_001830645.1,3.43,76.83938779,1.530518163,54.4,Spirochaetes bacterium RIFOXYC1_FULL_54_7,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA12059;g__UBA5200;s__,,SAMN04316185,PRJNA288027,Scaffold,444,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08753,GCA_001830835.1,2.6,88.70967742,0.197132616,56.1,Syntrophobacterales bacterium GWC2_56_13,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,,SAMN04313917,PRJNA288027,Scaffold,119,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08763,GCA_001831025.1,4.53,84.09090909,2.272727273,60.7,Treponema sp. GWB1_62_6,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae_B;g__UBA12037;s__,,SAMN04314120,PRJNA288027,Scaffold,278,2016-10-21T00:00:00Z,Anantharaman2016,Subsurface,Subsurface
bacteria08785,GCA_001854245.1,4.46,98.38709677,1.935483871,56.8,Desulfococcus multivorans ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,DSM 2059,SAMN04893606,PRJNA310394,Complete,1,2016-10-26T00:00:00Z,Reference,Reference,Isolate
bacteria09073,GCA_001902295.1,4.51,99.31034483,2.068965517,31.6143,Clostridium kluyveri ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__,JZZ,SAMN06094710,PRJNA355892,Complete,2,2016-12-13T00:00:00Z,Reference,Reference,Isolate
bacteria09687,GCA_002009335.2,4.46,98.38709677,1.935483871,56.8,Desulfococcus multivorans ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,DSM 2059,SAMN06392868,PRJNA376441,Complete,1,2017-03-02T00:00:00Z,Reference,Reference,Isolate
bacteria10831,GCA_002292015.1,1.92,81.81176168,0.988700565,49.2,Firmicutes bacterium UBA993,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__,UBA993,SAMN06452151,PRJNA348753,Scaffold,163,2017-09-12T00:00:00Z,Parks2017,Hydrothermal_vent,Hydrothermal_vent
bacteria10932,GCA_002294405.1,1.44,55.15151515,0,49.8,Anaerolineales bacterium UBA877,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,UBA877,SAMN06455323,PRJNA348753,Scaffold,57,2017-09-12T00:00:00Z,Parks2017,Freshwater,Freshwater
bacteria11094,GCA_002298125.1,2.98,96.87684729,2.282430213,36.2,Clostridium sp. UBA701,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__,UBA701,SAMN06453164,PRJNA348753,Scaffold,23,2017-09-12T00:00:00Z,Parks2017,Wetland_Sediment,Wetland
bacteria11097,GCA_002298165.1,4.63,96.93548387,1.451612903,52,Desulfarculales bacterium UBA702,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__,UBA702,SAMN06453163,PRJNA348753,Scaffold,119,2017-09-12T00:00:00Z,Parks2017,Wetland_Sediment,Wetland
bacteria11124,GCA_002298725.1,3.12,77.14770984,0,52.5,Desulfovibrio sp. UBA728,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,UBA728,SAMN06452898,PRJNA348753,Scaffold,330,2017-09-12T00:00:00Z,Parks2017,Tara_ocean,Marine
bacteria11134,GCA_002298915.1,2.74,78.94736842,1.754385965,49,Clostridium sp. UBA699,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__,UBA699,SAMN06452248,PRJNA348753,Scaffold,34,2017-09-12T00:00:00Z,Parks2017,Wetland_Sediment,Wetland
bacteria11135,GCA_002298925.1,4.33,90.89861751,0.64516129,55.9,Geobacter sp. UBA698,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Pelobacter_C;s__,UBA698,SAMN06452249,PRJNA348753,Scaffold,152,2017-09-12T00:00:00Z,Parks2017,Wetland_Sediment,Wetland
bacteria11138,GCA_002298995.1,4.17,96.77419355,1.021505376,53.8,Desulfarculales bacterium UBA696,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__UBA696;s__,UBA696,SAMN06452257,PRJNA348753,Scaffold,77,2017-09-12T00:00:00Z,Parks2017,Wetland_Sediment,Wetland
bacteria11166,GCA_002299555.1,2.66,86.4802944,1.709401709,37.6,Candidatus Aminicenantes bacterium UBA647,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__,UBA647,SAMN06457567,PRJNA348753,Scaffold,115,2017-09-12T00:00:00Z,Parks2017,Wetland_Sediment,Wetland
bacteria11222,GCA_002304835.1,1.46,83.59929078,0,42.4,Firmicutes bacterium UBA1422,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,UBA1422,SAMN06456898,PRJNA348753,Scaffold,30,2017-09-15T00:00:00Z,Parks2017,Palm_oil_mill_effluent,Engineered
bacteria11230,GCA_002304995.1,3.42,92.58064516,3.369175627,57.8,Syntrophaceae bacterium UBA1411,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,UBA1411,SAMN06452092,PRJNA348753,Scaffold,148,2017-09-15T00:00:00Z,Parks2017,Palm_oil_mill_effluent,Engineered
bacteria11269,GCA_002305765.1,3.57,88.17204301,2.903225806,57.6,Deltaproteobacteria bacterium UBA1386,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__,UBA1386,SAMN06456171,PRJNA348753,Scaffold,121,2017-09-15T00:00:00Z,Parks2017,Palm_oil_mill_effluent,Engineered
bacteria11313,GCA_002306665.1,3.06,73.66863905,0.887573964,52.9,Desulfovibrio sp. UBA1335,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,UBA1335,SAMN06453176,PRJNA348753,Scaffold,107,2017-09-15T00:00:00Z,Parks2017,Tara_ocean,Marine
bacteria11328,GCA_002306975.1,3.37,74.33521456,2.810402685,43.7,Ruminococcaceae bacterium UBA1320,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ruminiclostridium_D;s__,UBA1320,SAMN06453714,PRJNA348753,Scaffold,311,2017-09-15T00:00:00Z,Parks2017,Wetland_sediment,Wetland
bacteria11330,GCA_002307015.1,4.54,81.24346917,2.298850575,60.4,Spirochaetaceae bacterium UBA1318,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__;g__;s__,UBA1318,SAMN06451415,PRJNA348753,Scaffold,150,2017-09-15T00:00:00Z,Parks2017,Wetland_sediment,Wetland
bacteria11342,GCA_002307245.1,4.1,82.84057615,3.448275862,63.9,Spirochaetaceae bacterium UBA1306,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__;s__,UBA1306,SAMN06451774,PRJNA348753,Scaffold,222,2017-09-15T00:00:00Z,Parks2017,Wetland_sediment,Wetland
bacteria11343,GCA_002307275.1,3.8,88.03131991,1.067724222,43.3,Hungateiclostridiaceae bacterium UBA1305,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__;s__,UBA1305,SAMN06451771,PRJNA348753,Scaffold,95,2017-09-15T00:00:00Z,Parks2017,Wetland_sediment,Wetland
bacteria11556,GCA_002312915.1,2.84,92.25806452,2.47311828,43.3,Syntrophaceae bacterium UBA1164,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__,UBA1164,SAMN06452726,PRJNA348753,Scaffold,240,2017-09-19T00:00:00Z,Parks2017,Peat_Sediment,Sediment
bacteria11782,GCA_002319915.1,3.77,93.47089947,2.158730159,48.2,Bacteroidales bacterium UBA1800,Bacteria;FCB group;Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__,UBA1800,SAMN06453210,PRJNA348753,Scaffold,113,2017-09-21T00:00:00Z,Parks2017,Wetland_sediment,Wetland
bacteria11886,GCA_002322035.1,2.35,85.16129032,0.64516129,55.4,Geobacter sp. UBA1603,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__,UBA1603,SAMN06451976,PRJNA348753,Scaffold,108,2017-09-21T00:00:00Z,Parks2017,Sediment,Sediment
bacteria11908,GCA_002322475.1,3.6,85.58052434,0.066093853,62.3,Elusimicrobia bacterium UBA1565,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA1565;g__UBA1565;s__,UBA1565,SAMN06455028,PRJNA348753,Scaffold,408,2017-09-21T00:00:00Z,Parks2017,Crystal_geyser,Subsurface
bacteria12041,GCA_002327225.1,2.46,58.77192982,1.754385965,51.7,Desulfobulbaceae bacterium UBA2213,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__,UBA2213,SAMN06452193,PRJNA348753,Scaffold,214,2017-09-21T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_tailing,Hydrocarbon_Contaminated_Site
bacteria12051,GCA_002327415.1,1.75,76.96108551,2.580645161,42.4,Smithella sp. UBA2180,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,UBA2180,SAMN06452574,PRJNA348753,Scaffold,189,2017-09-21T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_tailing,Hydrocarbon_Contaminated_Site
bacteria12076,GCA_002327925.1,2.81,77.98165138,0.183486239,62.1,Anaerolineales bacterium UBA2200,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__,UBA2200,SAMN06453951,PRJNA348753,Scaffold,54,2017-09-21T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_tailing,Hydrocarbon_Contaminated_Site
bacteria12079,GCA_002327985.1,3.98,93.22580645,1.290322581,45.7,Syntrophaceae bacterium UBA2188,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__UBA1163;s__,UBA2188,SAMN06452576,PRJNA348753,Scaffold,186,2017-09-21T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_tailing,Hydrocarbon_Contaminated_Site
bacteria12088,GCA_002328165.1,2.94,96.4516129,0.64516129,45.8,Desulfobacteraceae bacterium UBA2156,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,UBA2156,SAMN06455854,PRJNA348753,Scaffold,78,2017-09-21T00:00:00Z,Parks2017,Tara_ocean,Marine
bacteria12104,GCA_002328485.1,2.19,77.54435107,1.680672269,53.5,Deltaproteobacteria bacterium UBA2221,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__;g__;s__,UBA2221,SAMN06452994,PRJNA348753,Scaffold,89,2017-09-21T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site_tailing,Hydrocarbon_Contaminated_Site
bacteria12131,GCA_002329025.1,2.98,95.16129032,0.64516129,45.6,Desulfobacteraceae bacterium UBA2130,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,UBA2130,SAMN06455087,PRJNA348753,Scaffold,71,2017-09-21T00:00:00Z,Parks2017,Tara_ocean,Marine
bacteria12162,GCA_002329645.1,2.91,94.21840045,4.642058166,43.2,Lachnoclostridium sp. UBA1434,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Herbinix;s__,UBA1434,SAMN06453857,PRJNA348753,Scaffold,115,2017-09-21T00:00:00Z,Parks2017,Palm_oil_mill_effluent,Engineered
bacteria12556,GCA_002340985.1,3.24,97.66899767,1.398601399,38.3,Firmicutes bacterium UBA2530,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__,UBA2530,SAMN06452272,PRJNA348753,Scaffold,27,2017-09-22T00:00:00Z,Parks2017,NYC_subway,Built_Environment
bacteria12786,GCA_002345625.1,2.41,70.25089606,1.935483871,56.7,Desulfuromonadaceae bacterium UBA2294,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__,UBA2294,SAMN06457358,PRJNA348753,Scaffold,159,2017-09-22T00:00:00Z,Parks2017,Encana_pipeline,Engineered
bacteria12801,GCA_002345925.1,2.47,90.20833333,1.805555556,61.8,Actinobacteria bacterium UBA2286,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2286;s__,UBA2286,SAMN06452305,PRJNA348753,Scaffold,75,2017-09-22T00:00:00Z,Parks2017,Encana_pipeline,Engineered
bacteria12864,GCA_002347185.1,2.85,89.16446208,4.96031746,61.6,Desulfobulbaceae bacterium UBA2262,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__UBA2262;s__,UBA2262,SAMN06452450,PRJNA348753,Scaffold,141,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria12866,GCA_002347225.1,3.1,73.68421053,1.754385965,60.4,Desulfobulbaceae bacterium UBA2248,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__;s__,UBA2248,SAMN06452699,PRJNA348753,Scaffold,108,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria12873,GCA_002347365.1,2.25,94.30555556,2.222222222,62.8,Actinobacteria bacterium UBA2279,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__;s__,UBA2279,SAMN06456530,PRJNA348753,Scaffold,36,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Engineered
bacteria12876,GCA_002347425.1,1.82,83.94295578,3.797468354,46.3,Firmicutes bacterium UBA2269,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Nap2-2B;g__46-80;s__,UBA2269,SAMN06452453,PRJNA348753,Scaffold,218,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria12878,GCA_002347465.1,3.31,84.60061444,3.225806452,56.6,Geobacter sp. UBA2265,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__;s__,UBA2265,SAMN06452447,PRJNA348753,Scaffold,256,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria12889,GCA_002347685.1,3.87,96.77419355,5.483870968,51.6,Syntrophaceae bacterium UBA2280,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,UBA2280,SAMN06452307,PRJNA348753,Scaffold,71,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Engineered
bacteria12892,GCA_002347745.1,3.95,91.34700176,6.845238095,48.8,Desulfobulbaceae bacterium UBA2270,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__,UBA2270,SAMN06456524,PRJNA348753,Scaffold,171,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Engineered
bacteria12896,GCA_002347815.1,2.73,94.83870968,3.46390169,63,Syntrophaceae bacterium UBA2251,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,UBA2251,SAMN06453505,PRJNA348753,Scaffold,85,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria12907,GCA_002348045.1,3.61,88.23093319,4.770642202,60.1,Anaerolineales bacterium UBA2232,Bacteria;Terrabacteria group;Chloroflexi,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA2200;f__UBA2200;g__;s__,UBA2232,SAMN06453793,PRJNA348753,Scaffold,322,2017-09-22T00:00:00Z,Parks2017,Hydrocarbon_Contaminated_Site,Hydrocarbon_Contaminated_Site
bacteria13121,GCA_002352445.1,4.21,89.47310406,2.678571429,44.8,Desulfobulbaceae bacterium UBA2775,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2775;s__,UBA2775,SAMN06451505,PRJNA348753,Scaffold,331,2017-09-25T00:00:00Z,Parks2017,Marine_polluted_from_coal_plant,Marine
