user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_002796305.1	d__Bacteria;p__UBA10199;c__UBA10199;o__GCA-002796325;f__1-14-0-20-49-13;g__1-14-0-20-49-13;s__1-14-0-20-49-13 sp002796305	GCA_002796305.1	95.0	d__Bacteria;p__UBA10199;c__UBA10199;o__GCA-002796325;f__1-14-0-20-49-13;g__1-14-0-20-49-13;s__1-14-0-20-49-13 sp002796305	100.0	0.99	GCA_002796305.1	d__Bacteria;p__UBA10199;c__UBA10199;o__GCA-002796325;f__1-14-0-20-49-13;g__1-14-0-20-49-13;s__1-14-0-20-49-13 sp002796305	100.0	0.99	d__Bacteria;p__UBA10199;c__UBA10199;o__GCA-002796325;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	93.04	11	N/A	N/A
GCA_003155505.1	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1262;s__Fen-1262 sp003152875	GCA_003152875.1	95.0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1262;s__Fen-1262 sp003152875	99.69	0.93	GCA_003152875.1	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1262;s__Fen-1262 sp003152875	99.69	0.93	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1262;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	86.27	11	N/A	N/A
GCA_001541255.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__HCH-1 sp001541255	GCF_001541255.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__HCH-1 sp001541255	100.0	1.0	GCF_001541255.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__HCH-1 sp001541255	100.0	1.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Magnetobacteriaceae;g__HCH-1;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002753305.1, s__HCH-1 sp002753305, 95.0, 78.81, 0.42	95.75	11	N/A	N/A
GCA_000305775.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__Dehalobacter restrictus	GCF_000512895.1	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__Dehalobacter restrictus	95.54	0.79	GCF_000512895.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__Dehalobacter restrictus	95.54	0.79	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.33	11	N/A	N/A
GCA_000309295.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__Dehalobacter restrictus	GCF_000512895.1	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__Dehalobacter restrictus	99.16	0.82	GCF_000512895.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__Dehalobacter;s__Dehalobacter restrictus	99.16	0.82	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Syntrophobotulaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.95	11	N/A	Genome has more than 23.3% of markers with multiple hits
GCA_001803705.1	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__GWC2-56-14;s__GWC2-56-14 sp001803705	GCA_001803705.1	95.0	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__GWC2-56-14;s__GWC2-56-14 sp001803705	100.0	0.98	GCA_001803705.1	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__GWC2-56-14;s__GWC2-56-14 sp001803705	100.0	0.98	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	64.33	11	N/A	N/A
GCA_002399315.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp002408445	GCA_002408445.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp002408445	99.23	0.8	GCA_002408445.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4851;s__UBA4851 sp002408445	99.23	0.8	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	81.27	11	N/A	N/A
GCA_002196705.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp002196705	GCF_002196705.1	95.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp002196705	100.0	1.0	GCF_002196705.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus sp002196705	100.0	1.0	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001029285.1, s__Desulfosporosinus acididurans, 95.0, 91.21, 0.76; GCF_000255115.2, s__Desulfosporosinus acidiphilus, 95.0, 81.22, 0.51; GCF_001936615.1, s__Desulfosporosinus sp001936615, 95.0, 79.45, 0.17; GCF_000235605.1, s__Desulfosporosinus orientis, 95.0, 79.25, 0.14; GCF_900100785.1, s__Desulfosporosinus hippei, 95.0, 78.78, 0.13; GCF_000231385.2, s__Desulfosporosinus meridiei, 95.0, 78.67, 0.14; GCF_900129935.1, s__Desulfosporosinus lacus, 95.0, 78.52, 0.14; GCF_000244895.1, s__Desulfosporosinus youngiae, 95.0, 78.48, 0.14; GCF_000224515.1, s__Desulfosporosinus sp000224515, 95.0, 78.31, 0.16; GCF_001707885.1, s__Desulfosporosinus sp001707885, 95.0, 78.01, 0.17; GCF_000960765.1, s__Desulfosporosinus sp000960765, 95.0, 77.93, 0.14; GCF_000765145.1, s__Desulfosporosinus sp000765145, 95.0, 77.83, 0.13; GCA_001516045.1, s__Desulfosporosinus sp001516045, 95.0, 77.64, 0.11; GCA_000961805.1, s__Desulfosporosinus sp000961805, 95.0, 77.39, 0.12; GCA_002404215.1, s__Desulfosporosinus sp002404215, 95.0, 77.3, 0.17; GCA_003513495.1, s__Desulfosporosinus sp003513495, 95.0, 77.27, 0.11; GCA_000770645.1, s__Desulfosporosinus sp000770645, 95.0, 77.03, 0.12; GCA_003132105.1, s__Desulfosporosinus sp003132105, 95.0, 76.91, 0.11; GCA_002413075.1, s__Desulfosporosinus sp002413075, 95.0, 76.55, 0.11	98.21	11	N/A	N/A
GCA_003157015.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003157015	GCA_003157015.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003157015	100.0	0.99	GCA_003157015.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003157015	100.0	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003141715.1, s__LD21 sp003141715, 95.0, 81.31, 0.63; GCA_003162595.1, s__LD21 sp003162595, 95.0, 81.11, 0.61; GCA_003141525.1, s__LD21 sp003141525, 95.0, 81.01, 0.54; GCA_003141415.1, s__LD21 sp003141415, 95.0, 80.48, 0.5; GCA_003141495.1, s__LD21 sp003141495, 95.0, 80.26, 0.58; GCA_003141895.1, s__LD21 sp003141895, 95.0, 78.87, 0.35; GCA_002319885.1, s__LD21 sp002319885, 95.0, 78.33, 0.37; GCA_003157075.1, s__LD21 sp003157075, 95.0, 77.83, 0.27; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.9, 0.13; GCA_001768195.1, s__LD21 sp001768195, 95.0, 76.86, 0.1; GCA_003142255.1, s__LD21 sp003142255, 95.0, 76.77, 0.11; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.56, 0.13; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.33, 0.08; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.32, 0.08; GCA_003155705.1, s__LD21 sp003155705, 95.0, 76.07, 0.15; GCA_002424525.1, s__LD21 sp002424525, 95.0, 75.77, 0.07; GCA_003501665.1, s__LD21 sp003501665, 95.0, 75.75, 0.05; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.61, 0.05	91.41	11	N/A	N/A
GCA_005222505.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	GCF_000178115.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	1.0	GCF_000178115.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__Ethanoligenens harbinense	99.99	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.07	11	N/A	N/A
GCA_001804885.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__YA12-FULL-48-11;s__YA12-FULL-48-11 sp001804885	GCA_001804885.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__YA12-FULL-48-11;s__YA12-FULL-48-11 sp001804885	100.0	0.99	GCA_001804885.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__YA12-FULL-48-11;s__YA12-FULL-48-11 sp001804885	100.0	0.99	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	82.68	11	N/A	N/A
GCA_002381185.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp002381185	GCA_002381185.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp002381185	100.0	1.0	GCA_002381185.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__Sedimentibacter sp002381185	100.0	1.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Sedimentibacteraceae;g__Sedimentibacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002409285.1, s__Sedimentibacter sp002409285, 95.0, 81.05, 0.55; GCA_003457065.1, s__Sedimentibacter sp003457065, 95.0, 79.99, 0.44; GCA_002331025.1, s__Sedimentibacter sp002331025, 95.0, 79.46, 0.35; GCA_002340985.1, s__Sedimentibacter sp002340985, 95.0, 79.18, 0.38; GCA_003497505.1, s__Sedimentibacter sp003497505, 95.0, 78.93, 0.4; GCA_003514865.1, s__Sedimentibacter sp003514865, 95.0, 78.57, 0.4; GCA_002422545.1, s__Sedimentibacter sp002422545, 95.0, 78.5, 0.29; GCA_002399975.1, s__Sedimentibacter sp002399975, 95.0, 78.4, 0.31; GCA_003487955.1, s__Sedimentibacter sp003487955, 95.0, 77.53, 0.18; GCA_003483345.1, s__Sedimentibacter sp003483345, 95.0, 77.49, 0.2; GCA_002316585.1, s__Sedimentibacter sp002316585, 95.0, 77.27, 0.28; GCA_002385835.1, s__Sedimentibacter sp002385835, 95.0, 77.13, 0.2; GCA_002316225.1, s__Sedimentibacter sp002316225, 95.0, 76.32, 0.19	95.42	11	N/A	N/A
GCA_001873745.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001873745	GCA_001873745.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001873745	100.0	0.99	GCA_001873745.1	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__UBA5619 sp001873745	100.0	0.99	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003141195.1, s__UBA5619 sp003141195, 95.0, 85.65, 0.53; GCA_002423465.1, s__UBA5619 sp002423465, 95.0, 82.15, 0.42; GCA_001830835.1, s__UBA5619 sp001830835, 95.0, 81.55, 0.48; GCA_002424545.1, s__UBA5619 sp002424545, 95.0, 80.7, 0.4; GCA_001829875.1, s__UBA5619 sp001829875, 95.0, 80.4, 0.41	90.4	11	N/A	N/A
GCA_001304045.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__SM23-62 sp001303955	GCA_001303955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__SM23-62 sp001303955	99.37	0.8	GCA_001303955.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__SM23-62 sp001303955	99.37	0.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	50.81	11	N/A	N/A
GCA_002451165.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__UBA6898 sp002451165	GCA_002451165.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__UBA6898 sp002451165	100.0	0.99	GCA_002451165.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__UBA6898 sp002451165	100.0	0.99	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__UBA6898;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002448975.1, s__UBA6898 sp002448975, 95.0, 81.88, 0.58; GCA_003252075.1, s__UBA6898 sp003252075, 95.0, 81.88, 0.63	80.89	11	N/A	N/A
GCA_003158535.1	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1254;s__Fen-1254 sp003162695	GCA_003162695.1	95.0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1254;s__Fen-1254 sp003162695	97.13	0.9	GCA_003162695.1	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1254;s__Fen-1254 sp003162695	97.13	0.9	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	65.18	11	N/A	N/A
GCA_900167235.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfococcus;s__Desulfococcus multivorans	GCF_001854245.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfococcus;s__Desulfococcus multivorans	100.0	1.0	GCF_001854245.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfococcus;s__Desulfococcus multivorans	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	96.23	11	N/A	N/A
GCA_002471555.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	GCF_900217235.1	95.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	97.98	0.85	GCF_900217235.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus	97.98	0.85	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_001563225.1, s__Pseudodesulfovibrio indicus, 95.0, 78.95, 0.24; GCF_000341895.1, s__Pseudodesulfovibrio piezophilus, 95.0, 78.64, 0.19; GCF_001874525.1, s__Pseudodesulfovibrio dechloracetivorans, 95.0, 78.25, 0.22; GCF_000189295.2, s__Pseudodesulfovibrio desulfuricans, 95.0, 77.96, 0.22; GCF_000176915.2, s__Pseudodesulfovibrio aespoeensis, 95.0, 77.96, 0.23; GCF_000375485.1, s__Pseudodesulfovibrio oxyclinae, 95.0, 77.77, 0.11; GCF_001311825.1, s__Pseudodesulfovibrio brasiliensis, 95.0, 77.17, 0.13	61.09	11	N/A	N/A
GCA_003154725.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003141895	GCA_003141895.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003141895	99.95	0.99	GCA_003141895.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__LD21 sp003141895	99.95	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__LD21;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003141715.1, s__LD21 sp003141715, 95.0, 78.96, 0.41; GCA_003141415.1, s__LD21 sp003141415, 95.0, 78.76, 0.38; GCA_003157015.1, s__LD21 sp003157015, 95.0, 78.72, 0.34; GCA_003162595.1, s__LD21 sp003162595, 95.0, 78.55, 0.37; GCA_003141525.1, s__LD21 sp003141525, 95.0, 78.37, 0.36; GCA_003141495.1, s__LD21 sp003141495, 95.0, 78.25, 0.36; GCA_002319885.1, s__LD21 sp002319885, 95.0, 77.91, 0.29; GCA_003157075.1, s__LD21 sp003157075, 95.0, 77.9, 0.26; GCA_001768195.1, s__LD21 sp001768195, 95.0, 76.76, 0.12; GCA_003142255.1, s__LD21 sp003142255, 95.0, 76.55, 0.1; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.54, 0.1; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.47, 0.11; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.24, 0.08; GCA_003155705.1, s__LD21 sp003155705, 95.0, 76.06, 0.11; GCA_002328625.1, s__LD21 sp002328625, 95.0, 75.9, 0.07; GCA_003501665.1, s__LD21 sp003501665, 95.0, 75.7, 0.04; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.62, 0.04; GCA_002424525.1, s__LD21 sp002424525, 95.0, 75.6, 0.05	88.23	11	N/A	N/A
GCA_000686525.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronovibrionaceae;g__Desulfonatronovibrio;s__Desulfonatronovibrio hydrogenovorans	GCF_000686525.1	95.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronovibrionaceae;g__Desulfonatronovibrio;s__Desulfonatronovibrio hydrogenovorans	100.0	1.0	GCF_000686525.1	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronovibrionaceae;g__Desulfonatronovibrio;s__Desulfonatronovibrio hydrogenovorans	100.0	1.0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronovibrionaceae;g__Desulfonatronovibrio;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000934755.1, s__Desulfonatronovibrio magnus, 95.0, 78.02, 0.17	96.13	11	N/A	N/A
GCA_002897695.1	d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__BMS3ABIN14;s__BMS3ABIN14 sp002897695	GCA_002897695.1	95.0	d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__BMS3ABIN14;s__BMS3ABIN14 sp002897695	100.0	1.0	GCA_002897695.1	d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__BMS3ABIN14;s__BMS3ABIN14 sp002897695	100.0	1.0	d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	94.5	11	N/A	N/A
GCA_002292015.1	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__UBA993;s__UBA993 sp002292015	GCA_002292015.1	95.0	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__UBA993;s__UBA993 sp002292015	100.0	0.98	GCA_002292015.1	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__UBA993;s__UBA993 sp002292015	100.0	0.98	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	85.95	11	N/A	N/A
GCA_002397225.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	GCA_002398105.1	95.0	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	99.76	0.93	GCA_002398105.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__UBA4844 sp002398105	99.76	0.93	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__UBA4844;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002424365.1, s__UBA4844 sp002424365, 95.0, 77.99, 0.25	90.69	11	N/A	N/A
GCA_000429945.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__Desulfobulbus_A japonicus	GCF_000429945.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__Desulfobulbus_A japonicus	100.0	1.0	GCF_000429945.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__Desulfobulbus_A japonicus	100.0	1.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002748755.1, s__Desulfobulbus_A propionicus_B, 95.0, 77.62, 0.2; GCF_000429965.1, s__Desulfobulbus_A mediterraneus, 95.0, 77.04, 0.06; GCA_002746685.1, s__Desulfobulbus_A propionicus_C, 95.0, 77.0, 0.11	96.45	11	N/A	N/A
GCA_001303955.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__SM23-62 sp001303955	GCA_001303955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__SM23-62 sp001303955	100.0	0.99	GCA_001303955.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__SM23-62 sp001303955	100.0	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SM23-62;g__SM23-62;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001304505.1, s__SM23-62 sp001304505, 95.0, 77.05, 0.04	86.13	11	N/A	N/A
GCA_002781565.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__CG2-30-51-40;g__CG2-30-51-40;s__CG2-30-51-40 sp001874005	GCA_001874005.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__CG2-30-51-40;g__CG2-30-51-40;s__CG2-30-51-40 sp001874005	99.08	0.91	GCA_001874005.1	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__CG2-30-51-40;g__CG2-30-51-40;s__CG2-30-51-40 sp001874005	99.08	0.91	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	58.67	11	N/A	N/A
